WAVE,FLUX,ERR,SKYBACK
7734.9204,3.6367037E-16,7.28161E-18,2.3115246E-16
7739.136,3.6218478E-16,7.562833E-18,3.0381886E-16
7743.3516,3.6375065E-16,7.669224E-18,3.2737286E-16
7747.567,3.6042745E-16,7.784063E-18,3.6150053E-16
7751.7827,3.6511413E-16,7.811085E-18,3.6095698E-16
7755.998,3.501511E-16,7.660966E-18,3.385849E-16
7760.214,3.633681E-16,7.400306E-18,2.5190072E-16
7764.429,3.7365794E-16,7.258145E-18,2.0171832E-16
7768.6445,3.4834383E-16,7.198613E-18,2.1906685E-16
7772.8604,3.4785745E-16,7.138337E-18,2.0389817E-16
7777.0757,3.6177696E-16,7.271016E-18,2.1701393E-16
7781.291,3.7180988E-16,7.589943E-18,2.851041E-16
7785.507,3.6823577E-16,7.547957E-18,2.776027E-16
7789.722,3.8180389E-16,7.5580965E-18,2.6039286E-16
7793.938,3.6076904E-16,7.533866E-18,2.8068377E-16
7798.1533,3.8919975E-16,7.73767E-18,2.9313452E-16
7802.3687,3.7990942E-16,7.561721E-18,2.593978E-16
7806.5845,3.7035692E-16,7.637592E-18,2.884512E-16
7810.8,3.731957E-16,7.8521815E-18,3.4065876E-16
7815.015,3.885978E-16,7.856821E-18,3.1898202E-16
7819.231,3.8644703E-16,7.746344E-18,2.901765E-16
7823.4463,3.8523667E-16,7.739724E-18,2.8785324E-16
7827.662,3.9515958E-16,7.817483E-18,2.933306E-16
7831.8774,3.7789597E-16,7.3588585E-18,1.9968652E-16
7836.093,3.848217E-16,7.5176325E-18,2.280549E-16
7840.3086,3.807367E-16,8.059342E-18,3.5046888E-16
7844.524,3.9429725E-16,8.2554825E-18,4.0469265E-16
7848.7393,4.024617E-16,8.360479E-18,4.1946691E-16
7852.955,3.977995E-16,8.33887E-18,4.1862568E-16
7857.1704,3.892591E-16,8.417125E-18,4.489952E-16
7861.386,4.046768E-16,8.25156E-18,3.808073E-16
7865.6016,3.9068185E-16,7.972269E-18,3.2282586E-16
7869.817,4.0211047E-16,7.9357044E-18,2.965481E-16
